GageID,SiteID,Date.Time,Water.Temp.C,Water.Temp.C_cd,Air.Temp.C,Air.Temp.C_cd,Discharge.ft3.s,Discharge.ft3.s_cd,Water.Level.ft,Water.Level.ft_cd
01187300,01187300,2012-01-04 00:00:00,NA,NA,NA,NA,NA,NA,1.45,A
01187300,01187300,2012-01-04 00:15:00,NA,NA,NA,NA,NA,NA,1.46,A
01187300,01187300,2012-01-04 00:30:00,NA,NA,NA,NA,NA,NA,1.47,A
01187300,01187300,2012-01-04 00:45:00,NA,NA,NA,NA,NA,NA,1.49,A
01187300,01187300,2012-01-04 01:00:00,NA,NA,NA,NA,NA,NA,1.5,A
01187300,01187300,2012-01-04 01:15:00,NA,NA,NA,NA,NA,NA,1.52,A
01187300,01187300,2012-01-04 01:30:00,NA,NA,NA,NA,NA,NA,1.53,A
01187300,01187300,2012-01-04 01:45:00,NA,NA,NA,NA,NA,NA,1.55,A
01187300,01187300,2012-01-04 02:00:00,NA,NA,NA,NA,NA,NA,1.57,A
01187300,01187300,2012-01-04 02:15:00,NA,NA,NA,NA,NA,NA,1.59,A
01187300,01187300,2012-01-04 02:30:00,NA,NA,NA,NA,NA,NA,1.62,A
